nominative,genitive,gender,declension
dīluvium,dīluviī,n,II
dīmēnsiō,dīmēnsiōnis,f,III
dīmicātiō,dīmicātiōnis,f,III
dīmidium,dīmidiī,n,II
dīmissiō,dīmissiōnis,f,III
dīnumerātiō,dīnumerātiōnis,f,III
dioecēsis,dioecēsis,f,III
dioecētēs,dioecētēsae,m,I
diōta,diōtae,f,I
diplōma,diplōmaatis,n,III
Dīra,Dīrae,f,I
dīrēmptus,dīrēmptūs,m,IV
dīreptiō,dīreptiōnis,f,III
dīreptor,dīreptōris,m,III
diribitiō,diribitiōnis,f,III
diribitor,diribitōris,m,III
dīritās,dīritātis,f,III
Dīs,Dīītis,m,III
disceptātiō,disceptātiōnis,f,III
disceptātor,disceptātōris,m,III
disceptātrīx,disceptātrīīcis,f,III
discessiō,discessiōnis,f,III
discessus,discessūs,m,IV
dīscidium,dīscidiī,n,II
disciplīna,disciplīnae,f,I
discipula,discipulae,f,I
discipulus,discipulī,m,II
discordia,discordiae,f,I
discrepantia,discrepantiae,f,I
discrepātiō,discrepātiōnis,f,III
discrīmen,discrīmeninis,n,III
dīscrīptiō,dīscrīptiōnis,f,III
discursus,discursūs,m,IV
discus,discī,m,II
disiūnctiō,disiūnctiōnis,f,III
disparātum,disparātī,n,II
dispendium,dispendiī,n,II
dispēnsātiō,dispēnsātiōnis,f,III
dispēnsātor,dispēnsātōris,m,III
dīspersiō,dīspersiōnis,f,III
dispertītiō,dispertītiōnis,f,III
dispositiō,dispositiōnis,f,III
disputātiō,disputātiōnis,f,III
disputātor,disputātōris,m,III
disquīsītiō,disquīsītiōnis,f,III
dissēnsiō,dissēnsiōnis,f,III
dissertiō,dissertiōnis,f,III
dissīgnātiō,dissīgnātiōnis,f,III
dissimilitūdō,dissimilitūdinis,f,III
dissimulantia,dissimulantiae,f,I
dissimulātiō,dissimulātiōnis,f,III
dissimulātor,dissimulātōris,m,III
dissipātiō,dissipātiōnis,f,III
dissociātiō,dissociātiōnis,f,III
dissolūtiō,dissolūtiōnis,f,III
dissuāsiō,dissuāsiōnis,f,III
dissuāsor,dissuāsōris,m,III
dīstantia,dīstantiae,f,I
dīstinctiō,dīstinctiōnis,f,III
distortiō,distortiōnis,f,III
distractiō,distractiōnis,f,III
distribūtiō,distribūtiōnis,f,III
disturbatiō,disturbatiōnis,f,III
dīthyrambus,dīthyrambī,m,II
diūturnitās,diūturnitātis,f,III
dīva,dīvae,f,I
dīverbium,dīverbiī,n,II
dīversitās,dīversitātis,f,III
dīversor,dīversōris,m,III
dīvīnātiō,dīvīnātiōnis,f,III
dīvīnitās,dīvīnitātis,f,III
dīvīsiō,dīvīsiōnis,f,III
dīvīsor,dīvīsōris,m,III
dīvortium,dīvortiī,n,II
dīvus,dīvī,m,II
dochmius,dochmiī,m,II
docilitās,docilitātis,f,III
doctor,doctōris,m,III
doctrīna,doctrīnae,f,I
documentum,documentī,n,II
Dōdōna,Dōdōnae,f,I
dōdrāns,dōdrānantis,m,III
dogma,dogmaatis,n,III
dolābra,dolābrae,f,I
dōliolum,dōliolī,n,II
dōlium,dōliī,n,II
dolō,dolōnis,m,III
dolor,dolōris,m,III
dolus,dolī,m,II
domicilium,domiciliī,n,II
domina,dominae,f,I
dominātiō,dominātiōnis,f,III
dominātor,dominātōris,m,III
dominātrīx,dominātrīīcis,f,III
dominātus,dominātūs,m,IV
dominium,dominiī,n,II
dominus,dominī,m,II
domiporta,domiportae,f,I
domitor,domitōris,m,III
domitrīx,domitrīīcis,f,III
dōnātiō,dōnātiōnis,f,III
dōnātīvum,dōnātīvī,n,II
dōnum,dōnī,n,II
dorsum,dorsī,n,II
dōs,dōōtis,f,III
Dossennus,Dossennī,m,II
dracō,dracōnis,m,III
dracōnigena,dracōnigenae,f,I
dromas,dromaadis,m,III
dubitātiō,dubitātiōnis,f,III
ductor,ductōris,m,III
ductus,ductūs,m,IV
dulcēdō,dulcēdinis,f,III
dulcitūdō,dulcitūdinis,f,III
duplicārius,duplicāriī,m,II
dupondius,dupondiī,m,II
dūritās,dūritātis,f,III
dūritia,dūritiae,f,I
dux,duducis,m,III
dynastēs,dynastēsae,m,I
ēbrietās,ēbrietātis,f,III
ēbriōsitās,ēbriōsitātis,f,III
ebulum,ebulī,n,II
ebur,eburoris,n,III
ecdicus,ecdicī,m,II
echenēis,echenēidis,f,III
echidna,echidnae,f,I
echīnus,echīnī,m,II
ecloga,eclogae,f,I
eculeus,eculeī,m,II
edācitās,edācitātis,f,III
edendum,edendī,n,II
ēditiō,ēditiōnis,f,III
ēducātiō,ēducātiōnis,f,III
ēducātor,ēducātōris,m,III
ēducātrīx,ēducātrīīcis,f,III
effātum,effātī,n,II
effectiō,effectiōnis,f,III
effector,effectōris,m,III
effectrīx,effectrīīcis,f,III
effectum,effectī,n,II
effectus,effectūs,m,IV
efferitās,efferitātis,f,III
efficācitās,efficācitātis,f,III
efficientia,efficientiae,f,I
efflāgitātiō,efflāgitātiōnis,f,III
effluvium,effluviī,n,II
effrēnātiō,effrēnātiōnis,f,III
effugium,effugiī,n,II
effūsiō,effūsiōnis,f,III
egestās,egestātis,f,III
ēgressus,ēgressūs,m,IV
ēiectāmentum,ēiectāmentī,n,II
ēiectiō,ēiectiōnis,f,III
ēiulātiō,ēiulātiōnis,f,III
ēlātiō,ēlātiōnis,f,III
ēlēctiō,ēlēctiōnis,f,III
ēlectrum,ēlectrī,n,II
ēlegantia,ēlegantiae,f,I
elegēia,elegēiae,f,I
elementum,elementī,n,II
elenchus,elenchī,m,II
elephantus,elephantī,m,II
Ēlicius,Ēliciī,m,II
ēlix,ēliicis,f,III
elleborus,elleborī,m,II
ēlocūtiō,ēlocūtiōnis,f,III
elogium,elogiī,n,II
ēloquentia,ēloquentiae,f,I
ēloquium,ēloquiī,n,II
ēluviō,ēluviōnis,f,III
emblēma,emblēmaatis,n,III
embolium,emboliī,n,II
ēmendātiō,ēmendātiōnis,f,III
ēmendātor,ēmendātōris,m,III
ēmendātrīx,ēmendātrīīcis,f,III
ēminentia,ēminentiae,f,I
ēmissārium,ēmissāriī,n,II
ēmissārius,ēmissāriī,m,II
ēmissiō,ēmissiōnis,f,III
ēmolumentum,ēmolumentī,n,II
empīricus,empīricī,m,II
emporium,emporiī,n,II
ēmptiō,ēmptiōnis,f,III
ēmptor,ēmptōris,m,III
ēmptum,ēmptī,n,II
endromis,endromidis,f,III
ēnōdātiō,ēnōdātiōnis,f,III
ēnsis,ēnsis,m,III
enthȳmēma,enthȳmēmaatis,n,III
enumerātiō,enumerātiōnis,f,III
ēnūntiātiō,ēnūntiātiōnis,f,III
ēnūntiātum,ēnūntiātī,n,II
ēnūptiō,ēnūptiōnis,f,III
ephēbus,ephēbī,m,II
ephēmeris,ephēmeridis,f,III
ephippium,ephippiī,n,II
ephorus,ephorī,m,II
epigramma,epigrammaatis,n,III
epilogus,epilogī,m,II
epistolium,epistoliī,n,II
epistula,epistulae,f,I
epitaphios,epitaphiosī,m,II
Epona,Eponae,f,I
epops,epopopis,m,III
epulō,epulōnis,m,III
epulum,epulī,n,II
equa,equae,f,I
eques,equeitis,m,III
equitātus,equitātūs,m,IV
equus,equī,m,II
Erebus,Erebī,m,II
ēreptiō,ēreptiōnis,f,III
ēreptor,ēreptōris,m,III
ergastulum,ergastulī,n,II
ēricius,ēriciī,m,II
erifuga,erifugae,m,I
ērogātiō,ērogātiōnis,f,III
errātiō,errātiōnis,f,III
errātor,errātōris,m,III
errātum,errātī,n,II
errō,errōnis,m,III
error,errōris,m,III
ērūca,ērūcae,f,I
ērudītiō,ērudītiōnis,f,III
ēruptiō,ēruptiōnis,f,III
ervum,ervī,n,II
erythīnus,erythīnī,m,II
ēsca,ēscae,f,I
ēscēnsiō,ēscēnsiōnis,f,III
essedārius,essedāriī,m,II
essedum,essedī,n,II
ēsurītiō,ēsurītiōnis,f,III
Euhiās,Euhiadis,f,III
eunūchus,eunūchī,m,II
eurīpus,eurīpī,m,II
eurus,eurī,m,II
ēventum,ēventī,n,II
ēventus,ēventūs,m,IV
ēverriculum,ēverriculī,n,II
ēversiō,ēversiōnis,f,III
ēversor,ēversōris,m,III
ēvidentia,ēvidentiae,f,I
ēvocātor,ēvocātōris,m,III
ēvolsiō,ēvolsiōnis,f,III
ēvolūtiō,ēvolūtiōnis,f,III
exāctiō,exāctiōnis,f,III
exāctor,exāctōris,m,III
exaedificātiō,exaedificātiōnis,f,III
exaequātiō,exaequātiōnis,f,III
exaggerātiō,exaggerātiōnis,f,III
exagitātor,exagitātōris,m,III
exāmen,exāmeninis,n,III
exāmen,exāmeninis,n,III
exanimātiō,exanimātiōnis,f,III
exaugurātiō,exaugurātiōnis,f,III
excandēscentia,excandēscentiae,f,I
excellentia,excellentiae,f,I
excelsitās,excelsitātis,f,III
exceptiō,exceptiōnis,f,III
excessus,excessūs,m,IV
excetra,excetrae,f,I
excidium,excidiī,n,II
excīsiō,excīsiōnis,f,III
exclāmātiō,exclāmātiōnis,f,III
exclūsiō,exclūsiōnis,f,III
excōgitātiō,excōgitātiōnis,f,III
excrēmentum,excrēmentī,n,II
excubitor,excubitōris,m,III
excursiō,excursiōnis,f,III
excursor,excursōris,m,III
excursus,excursūs,m,IV
excūsātiō,excūsātiōnis,f,III
exedra,exedrae,f,I
exedrium,exedriī,n,II
exemplar,exemplarāris,n,III
exemplum,exemplī,n,II
exercitātiō,exercitātiōnis,f,III
exercitium,exercitiī,n,II
exhālātiō,exhālātiōnis,f,III
exhortātiō,exhortātiōnis,f,III
exiguitās,exiguitātis,f,III
exīlitās,exīlitātis,f,III
exīstimātiō,exīstimātiōnis,f,III
exīstimātor,exīstimātōris,m,III
exitium,exitiī,n,II
exitus,exitūs,m,IV
exodium,exodiī,n,II
exolētus,exolētī,m,II
exorātor,exorātōris,m,III
exōrdium,exōrdiī,n,II
exōrnātiō,exōrnātiōnis,f,III
exōrnātor,exōrnātōris,m,III
exōrsus,exōrsūs,m,IV
exortus,exortūs,m,IV
exōstra,exōstrae,f,I
expedītiō,expedītiōnis,f,III
experientia,experientiae,f,I
experīmentum,experīmentī,n,II
expiātiō,expiātiōnis,f,III
expīlātiō,expīlātiōnis,f,III
expīlātor,expīlātōris,m,III
explānātiō,explānātiōnis,f,III
explānātor,explānātōris,m,III
explētiō,explētiōnis,f,III
explicātiō,explicātiōnis,f,III
explicātor,explicātōris,m,III
explicātrīx,explicātrīīcis,f,III
explicātus,explicātūs,m,IV
explōrātiō,explōrātiōnis,f,III
explōrātor,explōrātōris,m,III
expolītiō,expolītiōnis,f,III
exportātiō,exportātiōnis,f,III
expositiō,expositiōnis,f,III
expostulātiō,expostulātiōnis,f,III
exprobrātiō,exprobrātiōnis,f,III
expūgnātiō,expūgnātiōnis,f,III
expūgnātor,expūgnātōris,m,III
expulsiō,expulsiōnis,f,III
expulsor,expulsōris,m,III
expultrīx,expultrīīcis,f,III
exsecrātiō,exsecrātiōnis,f,III
exsectiō,exsectiōnis,f,III
exsecūtiō,exsecūtiōnis,f,III
exsilium,exsiliī,n,II
exspectātiō,exspectātiōnis,f,III
exspīrātiō,exspīrātiōnis,f,III
exstimulātor,exstimulātōris,m,III
exstinctiō,exstinctiōnis,f,III
exstinctor,exstinctōris,m,III
exstrūctiō,exstrūctiōnis,f,III
exstrūctum,exstrūctī,n,II
exsul,exsululis,m,III
exsultātiō,exsultātiōnis,f,III
exsuperantia,exsuperantiae,f,I
extenuātiō,extenuātiōnis,f,III
extispex,extispeicis,m,III
extortor,extortōris,m,III
extrēmitās,extrēmitātis,f,III
exūstiō,exūstiōnis,f,III
exuvium,exuviī,n,II
faba,fabae,f,I
fābella,fābellae,f,I
fabrica,fabricae,f,I
fabricātiō,fabricātiōnis,f,III
fabricātor,fabricātōris,m,III
fābula,fābulae,f,I
facilitās,facilitātis,f,III
facinus,facinuoris,n,III
factiō,factiōnis,f,III
factum,factī,n,II
facula,faculae,f,I
facultās,facultātis,f,III
fācundia,fācundiae,f,I
faecula,faeculae,f,I
faenerātiō,faenerātiōnis,f,III
faenerātor,faenerātōris,m,III
faenum,faenī,n,II
faex,faefaecis,f,III
fāgus,fāgī,f,II
fala,falae,f,I
falārica,falāricae,f,I
falcārius,falcāriī,m,II
fallācia,fallāciae,f,I
falsum,falsī,n,II
falx,falfalcis,f,III
fāma,fāmae,f,I
famēs,famis,f,III
familia,familiae,f,I
familiāritās,familiāritātis,f,III
famula,famulae,f,I
famulātus,famulātūs,m,IV
fānum,fānī,n,II
fār,fārfarris,n,III
farīna,farīnae,f,I
farrāgō,farrāginis,f,III
fartor,fartōris,m,III
fascia,fasciae,f,I
fasciculus,fasciculī,m,II
fascinum,fascinī,n,II
fasciola,fasciolae,f,I
fascis,fascis,m,III
fastīdium,fastīdiī,n,II
fastīgium,fastīgiī,n,II
fastus,fastūs,m,IV
fatīgātiō,fatīgātiōnis,f,III
fatuitās,fatuitātis,f,III
fātum,fātī,n,II
faucēs,faucēsium,f,II
Faunus,Faunī,m,II
Faustitās,Faustitātis,f,III
fautor,fautōris,m,III
fautrīx,fautrīīcis,f,III
favīlla,favīllae,f,I
Favōnius,Favōniī,m,II
favor,favōris,m,III
favus,favī,m,II
fax,fafacis,f,III
febricula,febriculae,f,I
febris,febris,f,III
fēcunditās,fēcunditātis,f,III
fel,felfellis,n,III
fēlēs,fēlis,f,III
fēlīcitās,fēlīcitātis,f,III
fēmella,fēmellae,f,I
fēmina,fēminae,f,I
femur,femuroris,n,III
fenestra,fenestrae,f,I
fera,ferae,f,I
ferentārius,ferentāriī,m,II
Ferentīnum,Ferentīnī,n,II
Feretrius,Feretriī,m,II
feretrum,feretrī,n,II
feritās,feritātis,f,III
fermentum,fermentī,n,II
ferōcia,ferōciae,f,I
ferōcitās,ferōcitātis,f,III
Fērōnia,Fērōniae,f,I
ferrāria,ferrāriae,f,I
ferrūgō,ferrūginis,f,III
ferrum,ferrī,n,II
fertilitās,fertilitātis,f,III
ferula,ferulae,f,I
fervor,fervōris,m,III
fēstīnātiō,fēstīnātiōnis,f,III
fēstīvitās,fēstīvitātis,f,III
fēstum,fēstī,n,II
fētor,fētōris,m,III
fibra,fibrae,f,I
fībula,fībulae,f,I
fīcedula,fīcedulae,f,I
fictor,fictōris,m,III
fictrīx,fictrīīcis,f,III
fictūm,fictūmī,n,II
fīcus,fīcī,f,II
fidēlitās,fidēlitātis,f,III
fīdentia,fīdentiae,f,I
fidēs,fidis,f,III
fidicen,fidiceninis,m,III
fidicina,fidicinae,f,I
Fidius,Fidiī,m,II
fīdūcia,fīdūciae,f,I
figulus,figulī,m,II
figūra,figūrae,f,I
fīlia,fīliae,f,I
fīliola,fīliolae,f,I
fīliolus,fīliolī,m,II
fīlius,fīliī,m,II
filix,filiicis,f,III
fīlum,fīlī,n,II
fimus,fimī,m,II
fīniēns,fīniēnntis,m,III
fīnis,fīnis,m,III
fīnītor,fīnītōris,m,III
fīrmāmen,fīrmāmeninis,n,III
fīrmāmentum,fīrmāmentī,n,II
fīrmātor,fīrmātōris,m,III
fīrmitās,fīrmitātis,f,III
fīrmitūdō,fīrmitūdinis,f,III
fiscella,fiscellae,f,I
fiscina,fiscinae,f,I
fiscus,fiscī,m,II
fissiō,fissiōnis,f,III
fissum,fissī,n,II
fistūca,fistūcae,f,I
fistula,fistulae,f,I
fistulātor,fistulātōris,m,III
flābellulum,flābellulī,n,II
flabellum,flabellī,n,II
flagellum,flagellī,n,II
flāgitātiō,flāgitātiōnis,f,III
flāgitātor,flāgitātōris,m,III
flāgitium,flāgitiī,n,II
flagrantia,flagrantiae,f,I
flagrum,flagrī,n,II
flāmen,flāmeninis,m,III
flāmen,flāmeninis,n,III
flāminica,flāminicae,f,I
flāminium,flāminiī,n,II
flamma,flammae,f,I
flammeolum,flammeolī,n,II
flammula,flammulae,f,I
flātus,flātūs,m,IV
flētus,flētūs,m,IV
flexiō,flexiōnis,f,III
flexus,flexūs,m,IV
flōs,flōōris,m,III
flōsculus,flōsculī,m,II
fluctuātiō,fluctuātiōnis,f,III
fluctus,fluctūs,m,IV
flūmen,flūmeninis,n,III
fluvius,fluviī,m,II
fōcāle,fōcāleis,n,III
foculus,foculī,m,II
focus,focī,m,II
foeditās,foeditātis,f,III
foedus,foedueris,n,III
foliātum,foliātī,n,II
folium,foliī,n,II
folliculus,folliculī,m,II
follis,follis,m,III
fomentum,fomentī,n,II
fōmes,fōmeitis,m,III
fōns,fōnfontis,m,III
fonticulus,fonticulī,m,II
forāmen,forāmeninis,n,III
forceps,forcepcipis,f,III
forica,foricae,f,I
foris,foris,f,III
fōrma,fōrmae,f,I
formīca,formīcae,f,I
formīdō,formīdinis,f,III
fōrmōsitās,fōrmōsitātis,f,III
fōrmula,fōrmulae,f,I
fornācula,fornāculae,f,I
fornāx,fornāācis,f,III
fornix,forniicis,m,III
fors,forfortis,f,III
fortitūdō,fortitūdinis,f,III
fortūna,fortūnae,f,I
forum,forī,n,II
forus,forī,m,II
fossa,fossae,f,I
fossiō,fossiōnis,f,III
fossor,fossōris,m,III
fovea,foveae,f,I
fragilitās,fragilitātis,f,III
frāgmen,frāgmeninis,n,III
frāgmentum,frāgmentī,n,II
fragor,fragōris,m,III
framea,frameae,f,I
frāter,frātertris,m,III
frāterculus,frāterculī,m,II
frāternitās,frāternitātis,f,III
frātricīda,frātricīdae,m,I
fraudātiō,fraudātiōnis,f,III
fraudātor,fraudātōris,m,III
fraus,fraufraudis,f,III
fraxinus,fraxinī,f,II
fremitus,fremitūs,m,IV
fremor,fremōris,m,III
frēnum,frēnī,n,II
frequentātiō,frequentātiōnis,f,III
frequentia,frequentiae,f,I
fretum,fretī,n,II
frīgus,frīguoris,n,III
fritillus,fritillī,m,II
frondātor,frondātōris,m,III
frōns,frōnondis,f,III
frōns,frōnfrontis,f,III
frontāle,frontāleis,n,III
frontō,frontōnis,m,III
frūctus,frūctūs,m,IV
frūgālitās,frūgālittātis,f,III
frūmentātiō,frūmentātiōnis,f,III
frūmentātor,frūmentātōris,m,III
frūmentum,frūmentī,n,II
frūstrātiō,frūstrātiōnis,f,III
frūstum,frūstī,n,II
frutex,fruteicis,m,III
fruticētum,fruticētī,n,II
fūcus,fūcī,m,II
fūcus,fūcī,m,II
fuga,fugae,f,I
fulcīmen,fulcīmeninis,n,III
fulcrum,fulcrī,n,II
fulgor,fulgōris,m,III
fulgur,fulgururis,n,III
fulgurātor,fulgurātōris,m,III
fulica,fulicae,f,I
fūlīgō,fūlīginis,f,III
fulix,fuliicis,f,III
fulmen,fulmeninis,n,III
fultūra,fultūrae,f,I
fūmus,fūmī,m,II
fūnāle,fūnāleis,n,III
fūnambulus,fūnambulī,m,II
fūnctiō,fūnctiōnis,f,III
funda,fundae,f,I
fundāmen,fundāmeninis,n,III
fundāmentum,fundāmentī,n,II
fundātor,fundātōris,m,III
funditor,funditōris,m,III
fundus,fundī,m,II
fungus,fungī,m,II
fūniculus,fūniculī,m,II
fūnis,fūnis,m,III
fūnus,fūnueris,n,III
fūr,fūrfūris,m,III
furca,furcae,f,I
furcilla,furcillae,f,I
furcula,furculae,f,I
furia,furiae,f,I
furnus,furnī,m,II
furor,furōris,m,III
fūrtum,fūrtī,n,II
fūrunculus,fūrunculī,m,II
fuscina,fuscinae,f,I
fūsiō,fūsiōnis,f,III
fūstis,fūstis,m,III
fūstuārium,fūstuāriī,n,II
fūsus,fūsī,m,II
futtile,futtileis,n,III
futtilitās,futtilitātis,f,III
futūtiō,futūtiōnis,f,III
gaesum,gaesī,n,II
galea,galeae,f,I
galērus,galērī,m,II
Galla,Gallae,f,I
galla,gallae,f,I
Gallica,Gallicae,f,I
gallīna,gallīnae,f,I
gallīnārius,gallīnāriī,m,II
gallus,gallī,m,II
gānea,gāneae,f,I
gāneō,gāneōnis,m,III
gāneum,gāneī,n,II
gangaba,gangabae,m,I
Garamantis,Garamantidis,f,III
garrulitās,garrulitātis,f,III
garum,garī,n,II
gaudium,gaudiī,n,II
gaza,gazae,f,I
geminātiō,geminātiōnis,f,III
gemitus,gemitūs,m,IV
gemma,gemmae,f,I
geneālogus,geneālogī,m,II
generātor,generātōris,m,III
genesis,genesis,f,III
genesta,genestae,f,I
genitor,genitōris,m,III
genius,geniī,m,II
gēns,gēngentis,f,III
gentīlitās,gentīlitātis,f,III
genū,genūūs,n,IV
genuālia,genuāliaium,n,II
genus,genueris,n,III
geōgraphia,geōgraphiae,f,I
geōmetrēs,geōmetrēsae,m,I
geōmetria,geōmetriae,f,I
germāna,germānae,f,I
germānitās,germānitātis,f,III
germen,germeninis,n,III
gerulus,gerulī,m,II
gestāmen,gestāmeninis,n,III
gestiō,gestiōnis,f,III
gestus,gestūs,m,IV
gibbus,gibbī,m,II
Gigās,Gigantis,m,III
gīgnentia,gīgnentiaium,n,II
gingīva,gingīvae,f,I
gladiātor,gladiātōris,m,III
gladiātūra,gladiātūrae,f,I
gladius,gladiī,m,II
glaeba,glaebae,f,I
glaebula,glaebulae,f,I
glaesum,glaesī,n,II
glāns,glānglandis,f,III
glārea,glāreae,f,I
globus,globī,m,II
glomus,glomueris,n,III
glōria,glōriae,f,I
glōriātiō,glōriātiōnis,f,III
glōriola,glōriolae,f,I
glūten,glūteninis,n,III
glūtinātor,glūtinātōris,m,III
Gnaeus,Gnaeī,m,II
Gnathō,Gnathōnis,m,III
Gorgō,Gorgonis,f,III
grabātus,grabātī,m,II
gracilitās,gracilitātis,f,III
grāculus,grāculī,m,II
gradātiō,gradātiōnis,f,III
gradus,gradūs,m,IV
Graecostasis,Graecostasis,f,III
Grāiugena,Grāiugenae,m,I
grāmen,grāmeninis,n,III
grammatica,grammaticae,f,I
grandiloquus,grandiloquī,m,II
granditās,granditātis,f,III
grandō,grandinis,f,III
grānum,grānī,n,II
graphium,graphiī,n,II
grassātor,grassātōris,m,III
grātia,grātiae,f,I
grātificātiō,grātificātiōnis,f,III
grātulātiō,grātulātiōnis,f,III
gravēdō,gravēdinis,f,III
graviditās,graviditātis,f,III
gravitās,gravitātis,f,III
gremium,gremiī,n,II
gressus,gressūs,m,IV
grex,gregregis,m,III
grūndītus,grūndītūs,m,IV
grȳps,grȳpgrȳpis,m,III
gubernātiō,gubernātiōnis,f,III
gubernātor,gubernātōris,m,III
gubernātrīx,gubernātrīīcis,f,III
gula,gulae,f,I
gumia,gumiae,m,I
gurges,gurgeitis,m,III
gurguliō,gurguliōnis,m,III
gustus,gustūs,m,IV
gutta,guttae,f,I
guttur,guttururis,n,III
gūtus,gūtī,m,II
gymnasiarchus,gymnasiarchī,m,II
gynaecēum,gynaecēī,n,II
gynaecōnītis,gynaecōnītidis,f,III
gypsum,gypsī,n,II
gȳrus,gȳrī,m,II
habēna,habēnae,f,I
habilitās,habilitātis,f,III
habitātiō,habitātiōnis,f,III
habitātor,habitātōris,m,III
habitūdō,habitūdinis,f,III
habitus,habitūs,m,IV
haedulus,haedulī,m,II
haeresis,haeresis,f,III
haesitantia,haesitantiae,f,I
haesitātiō,haesitātiōnis,f,III
haliaeetos,haliaeetosī,m,II
hālitus,hālitūs,m,IV
hama,hamae,f,I
hamādryas,hamādryaadis,f,III
hāmus,hāmī,m,II
hara,harae,f,I
harēna,harēnae,f,I
harēnāria,harēnāriae,f,I
hariolātiō,hariolātiōnis,f,III
hariolus,hariolī,m,II
harmonia,harmoniae,f,I
harpagō,harpagōnis,m,III
harundō,harundinis,f,III
haruspex,haruspeicis,m,III
haruspicium,haruspiciī,n,II
hasta,hastae,f,I
hastīle,hastīleis,n,III
haustus,haustūs,m,IV
hebdomas,hebdomaadis,f,III
hebenus,hebenī,f,II
hedera,hederae,f,I
hēdychrum,hēdychrī,n,II
helica,helicae,f,I
helluātiō,helluātiōnis,f,III
helluō,helluōnis,m,III
helops,helopopis,m,III
helvella,helvellae,f,I
Helvīna,Helvīnae,f,I
hēmerodromus,hēmerodromī,m,II
hēmicyclium,hēmicycliī,n,II
heptēris,heptēris,f,III
herba,herbae,f,I
herbula,herbulae,f,I
herctum,herctī,n,II
Herculēs,Herculis,m,III
hērēditās,hērēditātis,f,III
hērēdium,hērēdiī,n,II
hērēs,hērēdis,m,III
hēroīnē,hēroīnēae,f,I
hērōis,hērōidis,f,III
hērōs,hērōōis,m,III
Hesperia,Hesperiae,f,I
Hesperis,Hesperidis,f,III
Hesperus,Hesperī,m,II
hexapylon,hexapylonī,n,II
hexēris,hexēris,f,III
hiātus,hiātūs,m,IV
hibiscum,hibiscī,n,II
hiems,hiememis,f,III
hilaritās,hilaritātis,f,III
hīlum,hīlī,n,II
hinnītus,hinnītūs,m,IV
hinnuleus,hinnuleī,m,II
hippocentaurus,hippocentaurī,m,II
hippomanes,hippomaneis,n,III
hippūrus,hippūrī,m,II
hīrcus,hīrcī,m,II
hirūdō,hirūdinis,f,III
hirundō,hirundinis,f,III
historia,historiae,f,I
histriō,histriōnis,m,III
holus,holueris,n,III
holusculum,holusculī,n,II
homicīda,homicīdae,m,I
homicīdium,homicīdiī,n,II
homō,hominis,m,III
homullus,homullī,m,II
homunciō,homunciōnis,m,III
homunculus,homunculī,m,II
honestās,honestātis,f,III
honestum,honestī,n,II
honōs,honōōris,m,III
hōra,hōrae,f,I
hordeum,hordeī,n,II
hōrologium,hōrologiī,n,II
horreum,horreī,n,II
horror,horrōris,m,III
hortāmen,hortāmeninis,n,III
hortāmentum,hortāmentī,n,II
hortātiō,hortātiōnis,f,III
hortātor,hortātōris,m,III
hortulus,hortulī,m,II
hortus,hortī,m,II
hospes,hospeitis,m,III
hospita,hospitae,f,I
hospitālitās,hospitālitātis,f,III
hospitium,hospitiī,n,II
hostia,hostiae,f,I
hostis,hostis,m,III
hūmānitās,hūmānitātis,f,III
humātiō,humātiōnis,f,III
humilitās,humilitātis,f,III
humus,humī,f,II
hyacinthus,hyacinthī,m,II
hyaena,hyaenae,f,I
hyalus,hyalī,m,II
hybrida,hybridae,m,I
hydra,hydrae,f,I
hydraulus,hydraulī,m,II
hydria,hydriae,f,I
hydrōps,hydrōpōpis,m,III
hydrus,hydrī,m,II
hymenaeus,hymenaeī,m,II
Hymenaeus,Hymenaeī,m,II
hypodidascalus,hypodidascalī,m,II
Iacchus,Iacchī,m,II
īactantia,īactantiae,f,I
iactātiō,iactātiōnis,f,III
iactātus,iactātūs,m,IV
iactūra,iactūrae,f,I
iactus,iactūs,m,IV
iaculātor,iaculātōris,m,III
iaculātrīx,iaculātrīīcis,f,III
iaculum,iaculī,n,II
iambus,iambī,m,II
Iāniculum,Iāniculī,n,II
īānitor,īānitōris,m,III
iānua,iānuae,f,I
Iānus,Iānī,m,II
iaspis,iaspidis,f,III
ībis,ībidis,f,III
ichneumōn,ichneumōnonis,m,III
īctus,īctūs,m,IV
idiōta,idiōtae,m,I
Īdūs,Īdūsīduum,f,II
iecusculum,iecusculī,n,II
iēiūnitās,iēiūnitātis,f,III
iēiūnium,iēiūniī,n,II
īgnāvia,īgnāviae,f,I
īgniculus,īgniculī,m,II
īgnigena,īgnigenae,m,I
īgnis,īgnis,m,III
īgnōbilitās,īgnōbilitātis,f,III
īgnōminia,īgnōminiae,f,I
īgnōrantia,īgnōrantiae,f,I
īgnōrātiō,īgnōrātiōnis,f,III
īlex,īleicis,f,III
Īlium,Īliī,n,II
imāginātio,imāginātioōnis,f,III
imāgō,imāginis,f,III
imbēcillitās,imbēcillitātis,f,III
imber,imberbris,m,III
imbrex,imbreicis,f,III
imitāmen,imitāmeninis,n,III
imitātiō,imitātiōnis,f,III
imitātor,imitātōris,m,III
imitātrīx,imitātrīīcis,f,III
immānitās,immānitātis,f,III
immātūritās,immātūritātis,f,III
immēnsitās,immēnsitātis,f,III
immēnsum,immēnsī,n,II
imminūtiō,imminūtiōnis,f,III
immissiō,immissiōnis,f,III
